"STATUS","INCOME","PS_LAPSE1","SECTOR","PAYMENT_MODE","PAYER_GENDER","INSURED_GENDER","PRODUCT_GROUP","PAYER_AGE_GROUP","PREMIUM","TERM","PAYER_MARITAL_STATUS","INSURED_MARITAL_STATUS","COMPANY_NAME","OCCUPATION_DESC1","PAYPOINT_NAME"
"CAN",8242.46510097897,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",186.474621397681,99,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"CAN",8621.10332725872,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",192.709294191278,99,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"CAN",4699.87225878751,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",165.676793855326,99,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"CAN",6474.40494949324,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",161.635071641998,99,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"CAN",5886.92938912753,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",152.244305470111,99,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"CAN",4279.00275253458,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",148.959339087303,99,"M","M","COMP19","ARMED FORCE SOLDIER","PAYPOINT224"
"CAN",3154.85213272041,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",176.988687468693,25,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"CAN",2515.87190318061,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",164.898238470778,25,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"CAN",4316.68473559339,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",200.530186135322,27.1322703268379,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"CAN",3896.08042566129,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",204.635819717683,43.6440575602464,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"CAN",3916.17967850249,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",191.394128259271,25,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"CAN",2673.15702948975,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","DSO","FEMALE","FEMALE","RISK","36-45",216.573109102063,91.6527213887312,"S","S","COMP121","SKILLED SEMI SKILLED","Otherwise"
"CAN",8680.40130148502,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",260.761765923048,99,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",5297.60393782635,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",217.01900912862,99,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",4717.43456134084,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",196.992658590898,99,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",5446.69741893746,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",227.036746455356,63.0891387935262,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",7957.71703382814,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",268.186680846172,99,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",5283.11453876528,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",216.740303378983,99,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",2823.97290851781,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","DSO","MALE","MALE","FUNERAL","36-45",169.438347746874,99,"M","M","Otherwise","DRIVER OTHER THAN CHAUFFEUR","Otherwise"
"CAN",6541.23915640381,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","26-35",249.787759174905,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"CAN",5057.54833346419,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","26-35",226.653390202066,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"CAN",4356.07100759819,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","26-35",168.555058323797,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"CAN",4658.99494120572,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","26-35",203.141556690563,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"CAN",5231.24552176613,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","26-35",234.962531074672,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"CAN",5733.7712277798,78.6043713655504,"PUBLIC/SECURITY/COMPLIANCE","RSO","MALE","MALE","FUNERAL","26-35",245.145620980999,99,"M","M","Otherwise","POLICE OFFICER","PAYPOINT224"
"CAN",5995.65255027637,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",165.084543351084,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",6636.22386396443,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",153.807831465499,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",6061.34126866655,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",168,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",6901.27459752141,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",158.157679390395,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",7521.42433673795,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",105.2140759537,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",5792.29938289919,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",168,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",7214.93411921989,78.6043713655504,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","FUNERAL","26-35",163.30526453862,99,"S","S","COMP34","TEACHER","PAYPOINT224"
"CAN",9630.33056920581,93.408383384558,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",356.110527709657,27.8626753641292,"S","S","COMP102","Otherwise","PAYPOINT224"
"CAN",5821.11014792952,92.6991466848916,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",165.402176728877,23.7780236895196,"S","S","COMP102","Otherwise","PAYPOINT224"
"CAN",6213.38386273687,92.1189979681824,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",155,23,"S","S","COMP102","Otherwise","PAYPOINT224"
"CAN",5360.87854010053,93.4500723315013,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",168.957009160866,32.661869148491,"S","S","COMP102","Otherwise","PAYPOINT224"
"CAN",5564.12654032093,89.8383650512386,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",155,23,"S","S","COMP102","Otherwise","PAYPOINT224"
"CAN",6609.19205975579,93.7176292800681,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","36-45",156.106495069312,23.0827595414594,"S","S","COMP102","Otherwise","PAYPOINT224"
"CAN",5844.62172742072,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",159.474404075881,20,"M","S","Otherwise","MINOR","PAYPOINT224"
"CAN",4840.0098289568,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",106.919089128962,20.5948969973251,"M","S","Otherwise","MINOR","PAYPOINT224"
"CAN",4729.89894259698,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",83.3305722021032,20.3700635780115,"M","S","Otherwise","MINOR","PAYPOINT224"
"CAN",5259.17086826172,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",97.7915537776425,21.976839308627,"M","S","Otherwise","MINOR","PAYPOINT224"
"CAN",6833.61911594309,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",153.460596884834,15.2606066525914,"M","S","Otherwise","MINOR","PAYPOINT224"
"CAN",4971.14454583148,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","MALE","RISK","26-35",89.9219821265433,21.1024424585048,"M","S","Otherwise","MINOR","PAYPOINT224"
"CAN",2699.24600728648,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",126.03406336857,19.6742363041267,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",3507.15620324295,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",99.5994736030698,15.9000877328217,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",3505.80188541696,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",109.799755674321,15,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",2293.03313237848,83.9349959294063,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",185.286752002779,22.794830291532,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",2814.57001536596,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",126.884082665201,15,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",2782.18895542133,78.6043713655504,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",124.290750586661,19.2868334637024,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",3387.65328948968,79.7877702683978,"CONSTRUCTION/TRADES/CRAFTWORK","RSO","MALE","MALE","RISK","36-45",122.823662705021,16.7304526898079,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",2747.79129083827,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",130.663428765722,38.1890412624925,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",5452.29567080387,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",122.460700669326,75.1257578581572,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",5079.57898276206,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",137.679408638855,99,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",5852.1775812516,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",121.905304618655,99,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",4651.05439681513,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",126.490832652198,99,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",4381.46853275504,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",122.059800168267,71.5913640526123,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",5084.7535738924,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","RSO","MALE","MALE","FUNERAL","26-35",132.627840279602,42.5909111052752,"S","S","COMP121","Otherwise","PAYPOINT224"
"CAN",1376.50423580152,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",153.113241887186,25,"S","S","COMP19","Otherwise","PAYPOINT202"
"CAN",1805.98009420023,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",193.232991844111,36.1951987114735,"S","S","COMP19","Otherwise","PAYPOINT202"
"CAN",1543.41669575102,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",159.073952684412,28.5344054074958,"S","S","COMP19","Otherwise","PAYPOINT202"
"CAN",1505.59847379499,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",155.525325959316,28.9399627475068,"S","S","COMP19","Otherwise","PAYPOINT202"
"CAN",1345.75629795552,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",150.828848287929,25,"S","S","COMP19","Otherwise","PAYPOINT202"
"CAN",1565.04893769906,78.6043713655504,"SERVICES/RETAIL/SMALL BUSINESS","ADD","FEMALE","FEMALE","FUNERAL","26-35",204.855336797677,76.441035237629,"S","S","COMP19","Otherwise","PAYPOINT202"
"CAN",5221.4715337595,79.7002943181792,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",312.275683805114,25,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",3236.00245259958,81.7278602302809,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",244.760466658045,25,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",4162.14563683141,81.5241555063746,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",307.741811638,25,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",2040.06791653158,81.2453522522802,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",204.699907120317,25,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",2544.74340928206,85.4430379746835,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",228.119157431182,25.4658722837921,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",1858.25352997775,80.5776826397486,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","36-45",154.998962193029,25,"S","S","Otherwise","Otherwise","PAYPOINT223"
"CAN",5689.65960579365,78.9780164097306,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",284.885899010114,16.4650492612273,"M","M","COMP19","Otherwise","Otherwise"
"CAN",4791.51122678444,79.8580403879238,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",249.288554720115,17.560352162458,"M","M","COMP19","Otherwise","Otherwise"
"CAN",3182.48116874695,83.7854502342424,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",171.699137017131,22.5487055256963,"M","M","COMP19","Otherwise","Otherwise"
"CAN",7457.10163629521,78.6104885108522,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",159.519985629711,18.0038067866117,"M","M","COMP19","Otherwise","Otherwise"
"CAN",4261.70615561679,80.3771541304774,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",228.290182997007,18.2064559077844,"M","M","COMP19","Otherwise","Otherwise"
"CAN",2788.88553141104,81.4945865204219,"PUBLIC/SECURITY/COMPLIANCE","RSO","FEMALE","FEMALE","RISK","26-35",167.986220391467,18.9931101957336,"M","M","COMP19","Otherwise","Otherwise"
"CAN",11391.1929846406,76.762126584376,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","RISK","26-35",214.777929826025,64.7257275544107,"S","S","COMP19","Otherwise","PAYPOINT21"
"CAN",11783.0325858723,77.1256322918628,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","RISK","26-35",201.089302145448,25,"S","S","COMP19","Otherwise","PAYPOINT21"
"CAN",10803.381442962,77.4449969340208,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","RISK","26-35",200.85404455601,25,"S","S","COMP19","Otherwise","PAYPOINT21"
"CAN",11764.1175621832,78.4028338144316,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","RISK","26-35",228.628381219632,15.506693306379,"S","S","COMP19","Otherwise","PAYPOINT21"
"CAN",19062.4715879103,74.7525472923491,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","RISK","26-35",202.837417568443,25,"S","S","COMP19","Otherwise","PAYPOINT21"
"CAN",15773.1066733152,75.600806845109,"CORPORATE/FINANCE/ADMINISTRATION","ADD","MALE","MALE","RISK","26-35",208.334110855539,43.1198098463938,"S","S","COMP19","Otherwise","PAYPOINT21"
"CAN",2510.1329818638,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",99.3768207235262,15.4927171058953,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",2328.75510961842,79.3532001104502,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",100,13.714060081169,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",2647.67146538547,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",99.8697901985142,13.520839205943,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",8012.54656724934,91.3250491246272,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",202.963104174705,13.8237048333976,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",2355.50244412478,79.2968187986563,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",100,13.6602965947241,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",2104.66581894876,79.8255629981962,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",100,14.1644908161834,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",3139.78221807047,78.6043713655504,"CORPORATE/FINANCE/ADMINISTRATION","RSO","FEMALE","FEMALE","RISK","26-35",100,21.7932260720991,"S","S","COMP52","CLERK","PAYPOINT224"
"CAN",2328.49166960828,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",230.107412693836,99,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2075.84183754865,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",141.214528997194,54.730867908569,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2151.04640203528,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",213.242525146687,99,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2207.59145404678,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",204.297435500869,99,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",1738.93671365874,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",190.609665446957,99,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2169.31842206512,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","26-35",210.352000664654,99,"S","S","Otherwise","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",1793.2487689699,85.9702393159651,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",178.412677107845,25,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"CAN",1829.05788978678,81.7389405949945,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",182.29797305679,21.092751766555,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"CAN",2000,80.5592728980507,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",210.313106247457,22.088909347076,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"CAN",1844.2562354356,80.6040004097686,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",179.946797057055,25,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"CAN",1546.05942259193,90.1192167320352,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",178.906069016783,25,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"CAN",1881.75986230373,81.0605635432786,"PROFESSIONAL/ENGINEERING/TECHNICAL","ADD","MALE","MALE","RISK","26-35",179.478001721203,25,"S","S","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT202"
"CAN",6756.75488019455,80.1842981398407,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",187.261650045516,33.0832154008094,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",6409.51082709618,97.5903614457831,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",182.53986389935,35.1474943291396,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",6686.09668323793,97.5903614457831,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",205.041764060035,36.0850735025015,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",5764.09563806094,92.9986489388051,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",160.80433781445,34.7255422268063,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",6931.75323815225,97.5903614457831,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",244.236282034428,33.0273974710144,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",5949.04485277552,95.7657442547372,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",157.306480325758,34.2883100407198,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",6423.21487278305,88.6503239046475,"PROFESSIONAL/ENGINEERING/TECHNICAL","RSO","MALE","MALE","RISK","26-35",171.570108787748,33.5291245016269,"S","S","COMP102","TEACHER","PAYPOINT224"
"CAN",2571.88440871239,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","36-45",203.089440546036,99,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",3300.16438927222,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","36-45",151.67566510401,99,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2217.47631989326,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","36-45",160.53397624963,99,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2134.25115260482,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","36-45",273.396410965919,99,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2314.43564509228,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","36-45",157.376582839303,99,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",2182.9174570702,78.6043713655504,"TRANSPORT/DRIVING/OPERATIONS","RSO","MALE","MALE","FUNERAL","36-45",161.961081415555,99,"M","M","COMP19","DRIVER OTHER THAN CHAUFFEUR","PAYPOINT223"
"CAN",1915.77865357976,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",114.530349793893,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",949.381337239174,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",121.222439339538,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",1985.00504665542,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",134.89208308121,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",1030.28623045073,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",124.166434871159,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",916.337283037137,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",98.892261893549,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",1352.9312474071,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",135.906954517299,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",1037.49991552904,78.6043713655504,"PUBLIC/GOVERNMENT/ADMINISTRATION","DSO","FEMALE","FEMALE","FUNERAL","26-35",108.882384339534,99,"S","S","Otherwise","GENERAL DUTY ASSISTANT","Otherwise"
"CAN",5751.01328728511,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","RISK","18-25",132.945425031125,26.9773420253769,"S","S","COMP19","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
"CAN",6457.63451722311,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","RISK","18-25",133.527062491863,31.2359147276729,"S","S","COMP19","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
"CAN",6126.49999873526,78.6043713655504,"HEALTHCARE/NURSING/SOCIAL CARE","RSO","FEMALE","FEMALE","RISK","18-25",121.209775039461,29.7081891521811,"S","S","COMP19","NURSING MATRONS OR SISTERS AND QUALIFIED NURSE","PAYPOINT224"
